  1.0,9.07195e-10
8.27917e-06,0.999992
  1.0,4.77126e-07
  1.0,1.60399e-07
  1.0,5.48523e-10
0.999678,0.000321933
  1.0,2.72996e-10
0.999983,1.70086e-05
  1.0,8.15663e-08
6.40292e-09,  1.0
  1.0,1.68816e-07
2.00977e-05,0.99998
0.998468,0.00153203
  1.0,2.81717e-11
  1.0,1.32753e-07
  1.0,7.61598e-11
0.00141911,0.998581
2.32113e-09,  1.0
  1.0,1.42158e-09
  1.0,1.53916e-10
0.999997,2.85907e-06
2.16866e-06,0.999998
  1.0,6.99876e-12
0.0102834,0.989717
  1.0,2.36754e-10
0.999061,0.000939061
9.02068e-07,0.999999
  1.0,9.6061e-11
  1.0,3.09504e-10
9.54395e-11,  1.0
3.71796e-09,  1.0
1.37628e-05,0.999986
2.93993e-07,  1.0
6.61751e-05,0.999934
0.000179348,0.999821
  1.0,4.90575e-10
3.43964e-06,0.999997
  1.0,2.14566e-12
  1.0,8.3503e-11
6.65169e-07,0.999999
  1.0,5.59133e-09
  1.0,2.18204e-07
2.13588e-05,0.999979
8.98633e-08,  1.0
2.559e-06,0.999997
0.999938,6.24351e-05
1.43085e-07,  1.0
  1.0,2.58974e-09
1.19467e-07,  1.0
  1.0,3.0198e-14
  1.0,3.48763e-08
4.86691e-05,0.999951
0.000279274,0.999721
  1.0,6.10793e-11
0.999999,1.31276e-06
6.23639e-10,  1.0
  1.0,1.98669e-12
  1.0,4.29866e-10
  1.0,2.92517e-07
  1.0,3.56349e-10
  1.0,4.26828e-07
5.04469e-12,  1.0
  1.0,1.27932e-09
3.84609e-09,  1.0
1.15337e-09,  1.0
  1.0,7.52553e-11
  1.0,4.2494e-07
  1.0,1.56304e-13
  1.0,8.76139e-11
  1.0,1.77323e-08
  1.0,8.16035e-11
  1.0,5.60412e-11
  1.0,2.11453e-08
  1.0,1.10142e-10
  1.0,5.45308e-09
0.999998,2.11341e-06
6.52054e-09,  1.0
  1.0,4.39277e-07
  1.0,2.8147e-09
  1.0,2.12695e-10
1.22595e-18,  1.0
  1.0,7.97646e-09
0.000236171,0.999764
2.4222e-12,  1.0
  1.0,7.7994e-08
1.3447e-05,0.999987
0.999997,2.67764e-06
3.3283e-06,0.999997
3.53963e-05,0.999965
5.11904e-06,0.999995
  1.0,2.42549e-11
  1.0,4.26567e-10
6.66675e-07,0.999999
3.14137e-06,0.999997
  1.0,1.94094e-08
0.000228481,0.999772
  1.0,3.76592e-10
0.000138109,0.999862
6.094e-06,0.999994
0.000425846,0.999574
2.68961e-12,  1.0
  1.0,8.59224e-08
  1.0,1.31274e-07
  1.0,3.29821e-11
  1.0,4.42072e-07
0.732922,0.267079
3.44232e-08,  1.0
1.26616e-07,  1.0
5.12885e-11,  1.0
1.06076e-06,0.999999
  1.0,2.73201e-09
  1.0,1.83076e-07
2.45446e-08,  1.0
  1.0,2.96689e-15
1.87103e-07,  1.0
0.010873,0.989127
  1.0,7.35734e-11
  1.0,4.49925e-12
2.28056e-06,0.999998
0.999874,0.000125486
5.6743e-08,  1.0
0.124513,0.875487
4.99599e-08,  1.0
4.20399e-10,  1.0
0.999996,4.3508e-06
1.61401e-07,  1.0
  1.0,1.37932e-10
8.50659e-06,0.999992
2.52865e-06,0.999997
7.73462e-11,  1.0
3.69728e-14,  1.0
0.999995,4.5165e-06
  1.0,3.66211e-11
  1.0,1.47257e-11
3.09658e-05,0.999969
6.452e-07,0.999999
0.999997,3.01909e-06
5.23553e-08,  1.0
8.84701e-09,  1.0
0.999877,0.000122653
  1.0,2.58556e-08
1.00877e-06,0.999999
  1.0,5.07237e-10
  1.0,1.82084e-08
  1.0,1.75665e-10
  1.0,2.01464e-07
0.941072,0.0589279
  1.0,1.21675e-08
  1.0,2.52888e-07
0.00291571,0.997084
9.8116e-08,  1.0
0.000637999,0.999362
2.63676e-06,0.999997
0.995459,0.00454052
1.89024e-08,  1.0
5.42618e-08,  1.0
  1.0,1.99416e-10
  1.0,1.05301e-10
0.999996,4.30702e-06
0.999982,1.80133e-05
4.50524e-07,  1.0
  1.0,2.549e-13
7.40361e-08,  1.0
  1.0,8.04488e-09
0.00389812,0.996102
0.999994,5.71325e-06
1.12855e-05,0.999989
  1.0,1.31658e-07
1.31228e-06,0.999999
  1.0,1.80797e-09
  1.0,6.10091e-11
4.06162e-14,  1.0
  1.0,1.40241e-08
0.99996,4.02162e-05
6.75406e-07,0.999999
0.956212,0.0437882
5.18617e-10,  1.0
  1.0,9.0236e-09
  1.0,2.00247e-09
1.10398e-09,  1.0
  1.0,4.55007e-11
5.26622e-05,0.999947
1.68486e-09,  1.0
0.00130566,0.998694
  1.0,1.96188e-12
2.19089e-09,  1.0
0.999979,2.09999e-05
0.999977,2.33264e-05
  1.0,9.61859e-08
0.999926,7.36378e-05
  1.0,1.58331e-09
  1.0,1.69022e-08
  1.0,1.93265e-07
0.999997,3.46951e-06
6.82192e-07,0.999999
2.18855e-08,  1.0
1.52941e-07,  1.0
  1.0,7.66164e-11
  1.0,2.65039e-08
5.56178e-06,0.999994
2.25036e-07,  1.0
0.00229964,0.9977
0.181512,0.818488
1.46746e-08,  1.0
7.4599e-11,  1.0
  1.0,1.01921e-10
  1.0,1.04457e-07
  1.0,4.29382e-09
0.999835,0.00016496
5.06439e-09,  1.0
0.0849535,0.915046
2.48658e-08,  1.0
  1.0,5.10839e-11
  1.0,2.57222e-12
  1.0,1.75926e-10
  1.0,1.38053e-07
  1.0,9.22685e-08
  1.0,5.04261e-08
0.999999,5.96928e-07
  1.0,1.21597e-07
  1.0,3.35829e-11
  1.0,3.99539e-12
  1.0,4.28398e-10
  1.0,2.09195e-11
2.53468e-06,0.999997
  1.0,5.09551e-09
2.02322e-05,0.99998
  1.0,1.31982e-09
  1.0,1.19577e-10
3.13448e-07,  1.0
  1.0,2.20218e-11
  1.0,1.20571e-08
1.16701e-07,  1.0
1.11365e-11,  1.0
  1.0,7.43072e-08
  1.0,2.21628e-09
1.30425e-07,  1.0
0.00940062,0.990599
0.999998,2.40849e-06
  1.0,4.41368e-09
2.53574e-09,  1.0
3.09909e-08,  1.0
  1.0,1.43058e-12
0.00191573,0.998084
1.17292e-08,  1.0
  1.0,9.36291e-10
9.11332e-09,  1.0
6.06238e-07,0.999999
  1.0,3.05683e-08
0.0506772,0.949323
  1.0,4.52007e-10
  1.0,4.96932e-07
2.65332e-10,  1.0
3.20911e-08,  1.0
0.999922,7.75735e-05
0.000803241,0.999197
2.11276e-11,  1.0
  1.0,3.11702e-09
  1.0,2.14837e-10
1.17933e-10,  1.0
  1.0,4.20428e-12
  1.0,3.65199e-08
  1.0,2.32101e-09
  1.0,6.26862e-08
8.84016e-09,  1.0
6.5004e-10,  1.0
  1.0,3.51559e-08
9.7969e-05,0.999902
2.27852e-10,  1.0
  1.0,2.05941e-14
5.3078e-10,  1.0
  1.0,1.42793e-09
3.50478e-10,  1.0
2.49453e-10,  1.0
2.60001e-10,  1.0
  1.0,1.15597e-11
1.72722e-11,  1.0
1.77037e-10,  1.0
0.00245078,0.997549
  1.0,7.39398e-10
2.81213e-09,  1.0
1.97284e-09,  1.0
5.12821e-07,  1.0
0.999932,6.77547e-05
  1.0,1.75213e-11
  1.0,2.54656e-14
  1.0,5.23709e-10
3.54273e-11,  1.0
8.99744e-09,  1.0
2.19191e-08,  1.0
  1.0,5.27066e-13
  1.0,4.4573e-07
1.14868e-14,  1.0
  1.0,2.162e-14
  1.0,3.00274e-10
5.49687e-05,0.999945
  1.0,1.81515e-10
9.9549e-07,0.999999
  1.0,1.51358e-10
0.000102662,0.999897
3.44175e-06,0.999997
  1.0,6.77976e-10
  1.0,2.43313e-13
  1.0,4.16148e-10
  1.0,1.35654e-10
6.15711e-13,  1.0
0.000111621,0.999888
  1.0,2.20223e-09
  1.0,1.27945e-12
0.99998,1.98535e-05
5.93305e-07,0.999999
1.16214e-05,0.999988
  1.0,7.96207e-09
9.86075e-17,  1.0
  1.0,4.32649e-08
  1.0,2.06476e-10
  1.0,3.31301e-13
4.26255e-08,  1.0
0.999989,1.10908e-05
  1.0,5.34321e-10
